read_chrom	mate_chrom	chromchrom	strand	properpair	failsqc	suppl	dupl	primary	Count
chr6	GL000219.1	GL000219.1/chr6	.	.	.	OK	OK	SECONDARY	2
chr6	GL000211.1	GL000211.1/chr6	.	.	.	OK	OK	SECONDARY	2
chr6	GL000239.1	GL000239.1/chr6	.	.	.	OK	OK	PRIMARY	8
chr6	GL000222.1	GL000222.1/chr6	.	.	.	OK	OK	SECONDARY	6
chr6	GL000247.1	GL000247.1/chr6	.	.	.	OK	OK	SECONDARY	1
chr6	GL000197.1	GL000197.1/chr6	.	.	.	OK	OK	PRIMARY	2
chr6	GL000212.1	GL000212.1/chr6	.	.	.	OK	OK	PRIMARY	9
chr6	GL000249.1	GL000249.1/chr6	.	.	.	OK	OK	PRIMARY	3
chr6	GL000201.1	GL000201.1/chr6	.	.	.	OK	OK	SECONDARY	2
chr6	GL000204.1	GL000204.1/chr6	.	.	.	OK	OK	PRIMARY	4
chr6	GL000198.1	GL000198.1/chr6	.	.	.	OK	OK	PRIMARY	3
chr6	GL000227.1	GL000227.1/chr6	.	.	.	OK	OK	SECONDARY	1
chr6	GL000208.1	GL000208.1/chr6	.	.	.	OK	OK	SECONDARY	3
chr6	GL000221.1	GL000221.1/chr6	.	.	.	OK	OK	SECONDARY	4
chr6	GL000232.1	GL000232.1/chr6	.	.	.	OK	OK	SECONDARY	9
chr6	GL000240.1	GL000240.1/chr6	.	.	.	OK	OK	PRIMARY	1
chr6	GL000238.1	GL000238.1/chr6	.	.	.	OK	OK	PRIMARY	3
chr6	GL000199.1	GL000199.1/chr6	.	.	.	OK	OK	SECONDARY	3
chr6	GL000232.1	GL000232.1/chr6	.	.	.	OK	OK	PRIMARY	3
chr6	GL000236.1	GL000236.1/chr6	.	.	.	OK	OK	PRIMARY	4
chr6	GL000247.1	GL000247.1/chr6	.	.	.	OK	OK	PRIMARY	4
chr6	GL000231.1	GL000231.1/chr6	.	.	.	OK	OK	PRIMARY	4
chr6	GL000213.1	GL000213.1/chr6	.	.	.	OK	OK	SECONDARY	1
chr6	GL000209.1	GL000209.1/chr6	.	.	.	OK	OK	PRIMARY	2
chr6	GL000246.1	GL000246.1/chr6	.	.	.	OK	OK	PRIMARY	1
chr6	GL000246.1	GL000246.1/chr6	.	.	.	OK	OK	SECONDARY	1
chr6	GL000234.1	GL000234.1/chr6	.	.	.	OK	OK	SECONDARY	1
chr6	GL000203.1	GL000203.1/chr6	.	.	.	OK	OK	SECONDARY	1
chr6	GL000196.1	GL000196.1/chr6	.	.	.	OK	OK	PRIMARY	1
chr6	GL000215.1	GL000215.1/chr6	.	.	.	OK	OK	SECONDARY	1
chr6	GL000248.1	GL000248.1/chr6	.	.	.	OK	OK	SECONDARY	2
chr6	GL000202.1	GL000202.1/chr6	.	.	.	OK	OK	PRIMARY	1
chr6	GL000242.1	GL000242.1/chr6	.	.	.	OK	OK	PRIMARY	1
chr7	chr7	=	+-	PROPERPAIR	.	OK	OK	PRIMARY	43317463
chr7	chr5	chr5/chr7	.	.	.	OK	OK	PRIMARY	8609
chr7	chr4	chr4/chr7	.	.	.	OK	OK	PRIMARY	9483
chr7	chr1	chr1/chr7	.	.	.	OK	OK	PRIMARY	12534
chr7	chr12	chr12/chr7	.	.	.	OK	OK	PRIMARY	7860
chr7	chr2	chr2/chr7	.	.	.	OK	OK	PRIMARY	29897
chr7	chr17	chr17/chr7	.	.	.	OK	OK	PRIMARY	5373
chr7	chrX	chr7/chrX	.	.	.	OK	OK	PRIMARY	8262
chr7	chr7	=	+-	NO	.	OK	OK	SECONDARY	12997
chr7	chr15	chr15/chr7	.	.	.	OK	OK	PRIMARY	4746
chr7	chr11	chr11/chr7	.	.	.	OK	OK	PRIMARY	7039
chr7	chr18	chr18/chr7	.	.	.	OK	OK	PRIMARY	3671
chr7	chr12	chr12/chr7	.	.	.	OK	OK	SECONDARY	3801
.	chr7	.	.	.	.	.	.	.	72904
chr7	chr18	chr18/chr7	.	.	.	OK	OK	SECONDARY	1794
chr7	chr21	chr21/chr7	.	.	.	OK	OK	PRIMARY	2365
chr7	chrX	chr7/chrX	.	.	.	OK	OK	SECONDARY	3914
chr7	chr5	chr5/chr7	.	.	.	OK	OK	SECONDARY	4246
chr7	chr1	chr1/chr7	.	.	.	OK	OK	SECONDARY	6390
chr7	chr9	chr7/chr9	.	.	.	OK	OK	PRIMARY	6359
chr7	GL000227.1	GL000227.1/chr7	.	.	.	OK	OK	PRIMARY	10
chr7	hs37d5	chr7/hs37d5	.	.	.	OK	OK	PRIMARY	15277
chr7	chr19	chr19/chr7	.	.	.	OK	OK	PRIMARY	4567
chr7	chr15	chr15/chr7	.	.	.	OK	OK	SECONDARY	2372
chr7	chr4	chr4/chr7	.	.	.	OK	OK	SECONDARY	4622
chr7	chr3	chr3/chr7	.	.	.	OK	OK	PRIMARY	9972
chr7	chr20	chr20/chr7	.	.	.	OK	OK	PRIMARY	3318
chr7	chr10	chr10/chr7	.	.	.	OK	OK	PRIMARY	7181
chr7	chr19	chr19/chr7	.	.	.	OK	OK	SECONDARY	2579
chr7	.	.	.	.	.	OK	OK	PRIMARY	54385
chr7	chr21	chr21/chr7	.	.	.	OK	OK	SECONDARY	1431
chr7	chr16	chr16/chr7	.	.	.	OK	OK	PRIMARY	5711
chr7	chr16	chr16/chr7	.	.	.	OK	OK	SECONDARY	3052
chr7	chr6	chr6/chr7	.	.	.	OK	OK	PRIMARY	8655
chr7	chr3	chr3/chr7	.	.	.	OK	OK	SECONDARY	4823
chr7	chr8	chr7/chr8	.	.	.	OK	OK	PRIMARY	7512
chr7	chr6	chr6/chr7	.	.	.	OK	OK	SECONDARY	4263
chr7	chr2	chr2/chr7	.	.	.	OK	OK	SECONDARY	7620
chr7	chr9	chr7/chr9	.	.	.	OK	OK	SECONDARY	3249
chr7	chr13	chr13/chr7	.	.	.	OK	OK	PRIMARY	4717
chr7	chr7	=	+-	PROPERPAIR	.	OK	OK	SECONDARY	10014
chr7	chr7	=	+-	NO	.	OK	OK	PRIMARY	28368
chr7	chr14	chr14/chr7	.	.	.	OK	OK	PRIMARY	5266
chr7	.	.	.	.	.	OK	OK	SECONDARY	887
chr7	chr20	chr20/chr7	.	.	.	OK	OK	SECONDARY	1717
chr7	chr22	chr22/chr7	.	.	.	OK	OK	PRIMARY	2223
chr7	chr10	chr10/chr7	.	.	.	OK	OK	SECONDARY	3698
chr7	hs37d5	chr7/hs37d5	.	.	.	OK	OK	SECONDARY	8945
chr7	chr7	=	++	.	.	OK	OK	SECONDARY	2039
chr7	chr7	=	++	.	.	OK	OK	PRIMARY	4750
chr7	GL000220.1	GL000220.1/chr7	.	.	.	OK	OK	PRIMARY	1520
chr7	chr11	chr11/chr7	.	.	.	OK	OK	SECONDARY	3625
chr7	chr17	chr17/chr7	.	.	.	OK	OK	SECONDARY	2853
chr7	chr8	chr7/chr8	.	.	.	OK	OK	SECONDARY	3752
chr7	chr7	=	--	.	.	OK	OK	PRIMARY	4586
chr7	chr14	chr14/chr7	.	.	.	OK	OK	SECONDARY	2911
chr7	chrMT	chr7/chrMT	.	.	.	OK	OK	PRIMARY	58
chr7	chr22	chr22/chr7	.	.	.	OK	OK	SECONDARY	1345
chr7	chr13	chr13/chr7	.	.	.	OK	OK	SECONDARY	2465
chr7	chr7	=	--	.	.	OK	OK	SECONDARY	1685
chr7	GL000220.1	GL000220.1/chr7	.	.	.	OK	OK	SECONDARY	3571
chr7	GL000241.1	GL000241.1/chr7	.	.	.	OK	OK	PRIMARY	10
chr7	GL000243.1	GL000243.1/chr7	.	.	.	OK	OK	PRIMARY	2
chr7	chrY	chr7/chrY	.	.	.	OK	OK	SECONDARY	294
chr7	GL000221.1	GL000221.1/chr7	.	.	.	OK	OK	PRIMARY	11
chr7	GL000224.1	GL000224.1/chr7	.	.	.	OK	OK	PRIMARY	30
chr7	GL000216.1	GL000216.1/chr7	.	.	.	OK	OK	PRIMARY	23
chr7	GL000216.1	GL000216.1/chr7	.	.	.	OK	OK	SECONDARY	27
chr7	GL000226.1	GL000226.1/chr7	.	.	.	OK	OK	PRIMARY	124
chr7	GL000214.1	GL000214.1/chr7	.	.	.	OK	OK	PRIMARY	32
chr7	GL000199.1	GL000199.1/chr7	.	.	.	OK	OK	PRIMARY	59
chr7	chrY	chr7/chrY	.	.	.	OK	OK	PRIMARY	701
chr7	GL000195.1	GL000195.1/chr7	.	.	.	OK	OK	PRIMARY	30
chr7	GL000237.1	GL000237.1/chr7	.	.	.	OK	OK	PRIMARY	16
chr7	GL000237.1	GL000237.1/chr7	.	.	.	OK	OK	SECONDARY	26
chr7	GL000232.1	GL000232.1/chr7	.	.	.	OK	OK	PRIMARY	5
chr7	GL000244.1	GL000244.1/chr7	.	.	.	OK	OK	SECONDARY	1
chr7	GL000192.1	GL000192.1/chr7	.	.	.	OK	OK	SECONDARY	15
chr7	GL000221.1	GL000221.1/chr7	.	.	.	OK	OK	SECONDARY	7
chr7	GL000219.1	GL000219.1/chr7	.	.	.	OK	OK	PRIMARY	19
chr7	GL000211.1	GL000211.1/chr7	.	.	.	OK	OK	SECONDARY	2
chr7	GL000218.1	GL000218.1/chr7	.	.	.	OK	OK	SECONDARY	8
chr7	GL000195.1	GL000195.1/chr7	.	.	.	OK	OK	SECONDARY	26
chr7	GL000200.1	GL000200.1/chr7	.	.	.	OK	OK	PRIMARY	4
chr7	GL000191.1	GL000191.1/chr7	.	.	.	OK	OK	SECONDARY	1
chr7	GL000193.1	GL000193.1/chr7	.	.	.	OK	OK	SECONDARY	14
chr7	GL000192.1	GL000192.1/chr7	.	.	.	OK	OK	PRIMARY	30
chr7	GL000194.1	GL000194.1/chr7	.	.	.	OK	OK	PRIMARY	19
chr7	GL000235.1	GL000235.1/chr7	.	.	.	OK	OK	SECONDARY	1
chr7	GL000214.1	GL000214.1/chr7	.	.	.	OK	OK	SECONDARY	8
chr7	GL000193.1	GL000193.1/chr7	.	.	.	OK	OK	PRIMARY	15
chr7	GL000205.1	GL000205.1/chr7	.	.	.	OK	OK	PRIMARY	28
chr7	NC_007605	NC_007605/chr7	.	.	.	OK	OK	PRIMARY	9
chr7	GL000224.1	GL000224.1/chr7	.	.	.	OK	OK	SECONDARY	12
chr7	GL000225.1	GL000225.1/chr7	.	.	.	OK	OK	PRIMARY	19
chr7	GL000225.1	GL000225.1/chr7	.	.	.	OK	OK	SECONDARY	12
chr7	GL000205.1	GL000205.1/chr7	.	.	.	OK	OK	SECONDARY	10
chr7	GL000208.1	GL000208.1/chr7	.	.	.	OK	OK	PRIMARY	25
chr7	GL000209.1	GL000209.1/chr7	.	.	.	OK	OK	PRIMARY	4
chr7	GL000239.1	GL000239.1/chr7	.	.	.	OK	OK	PRIMARY	3
chr7	GL000215.1	GL000215.1/chr7	.	.	.	OK	OK	PRIMARY	3
chr7	GL000212.1	GL000212.1/chr7	.	.	.	OK	OK	PRIMARY	35
chr7	GL000208.1	GL000208.1/chr7	.	.	.	OK	OK	SECONDARY	7
chr7	GL000218.1	GL000218.1/chr7	.	.	.	OK	OK	PRIMARY	8
chr7	GL000223.1	GL000223.1/chr7	.	.	.	OK	OK	SECONDARY	6
chr7	GL000239.1	GL000239.1/chr7	.	.	.	OK	OK	SECONDARY	12
chr7	GL000249.1	GL000249.1/chr7	.	.	.	OK	OK	SECONDARY	2
chr7	GL000209.1	GL000209.1/chr7	.	.	.	OK	OK	SECONDARY	1
chr7	GL000194.1	GL000194.1/chr7	.	.	.	OK	OK	SECONDARY	5
chr7	GL000248.1	GL000248.1/chr7	.	.	.	OK	OK	SECONDARY	2
chr7	GL000211.1	GL000211.1/chr7	.	.	.	OK	OK	PRIMARY	1
chr7	GL000243.1	GL000243.1/chr7	.	.	.	OK	OK	SECONDARY	1
chr7	GL000202.1	GL000202.1/chr7	.	.	.	OK	OK	PRIMARY	2
chr7	GL000244.1	GL000244.1/chr7	.	.	.	OK	OK	PRIMARY	1
chr7	GL000234.1	GL000234.1/chr7	.	.	.	OK	OK	PRIMARY	11
chr7	GL000217.1	GL000217.1/chr7	.	.	.	OK	OK	PRIMARY	18
chr7	GL000234.1	GL000234.1/chr7	.	.	.	OK	OK	SECONDARY	2
chr7	GL000222.1	GL000222.1/chr7	.	.	.	OK	OK	PRIMARY	7
chr7	GL000223.1	GL000223.1/chr7	.	.	.	OK	OK	PRIMARY	7
chr7	GL000235.1	GL000235.1/chr7	.	.	.	OK	OK	PRIMARY	1
chr7	GL000240.1	GL000240.1/chr7	.	.	.	OK	OK	SECONDARY	2
chr7	chrMT	chr7/chrMT	.	.	.	OK	OK	SECONDARY	8
chr7	GL000203.1	GL000203.1/chr7	.	.	.	OK	OK	SECONDARY	1
chr7	GL000247.1	GL000247.1/chr7	.	.	.	OK	OK	SECONDARY	1
chr7	GL000198.1	GL000198.1/chr7	.	.	.	OK	OK	PRIMARY	3
chr7	GL000217.1	GL000217.1/chr7	.	.	.	OK	OK	SECONDARY	7
chr7	GL000241.1	GL000241.1/chr7	.	.	.	OK	OK	SECONDARY	5
chr7	GL000219.1	GL000219.1/chr7	.	.	.	OK	OK	SECONDARY	5
chr7	GL000226.1	GL000226.1/chr7	.	.	.	OK	OK	SECONDARY	21
chr7	GL000199.1	GL000199.1/chr7	.	.	.	OK	OK	SECONDARY	10
chr7	GL000197.1	GL000197.1/chr7	.	.	.	OK	OK	PRIMARY	2
chr7	GL000231.1	GL000231.1/chr7	.	.	.	OK	OK	SECONDARY	1
chr7	GL000233.1	GL000233.1/chr7	.	.	.	OK	OK	PRIMARY	3
chr7	GL000229.1	GL000229.1/chr7	.	.	.	OK	OK	PRIMARY	2
chr7	GL000191.1	GL000191.1/chr7	.	.	.	OK	OK	PRIMARY	3
chr7	GL000213.1	GL000213.1/chr7	.	.	.	OK	OK	PRIMARY	3
chr7	GL000232.1	GL000232.1/chr7	.	.	.	OK	OK	SECONDARY	2
chr7	GL000240.1	GL000240.1/chr7	.	.	.	OK	OK	PRIMARY	2
chr7	GL000202.1	GL000202.1/chr7	.	.	.	OK	OK	SECONDARY	3
chr7	GL000228.1	GL000228.1/chr7	.	.	.	OK	OK	PRIMARY	6
chr7	GL000212.1	GL000212.1/chr7	.	.	.	OK	OK	SECONDARY	7
chr7	GL000238.1	GL000238.1/chr7	.	.	.	OK	OK	PRIMARY	1
chr7	GL000206.1	GL000206.1/chr7	.	.	.	OK	OK	PRIMARY	1
chr7	GL000248.1	GL000248.1/chr7	.	.	.	OK	OK	PRIMARY	2
chr7	GL000201.1	GL000201.1/chr7	.	.	.	OK	OK	PRIMARY	1
chr7	GL000236.1	GL000236.1/chr7	.	.	.	OK	OK	PRIMARY	1
chr7	GL000228.1	GL000228.1/chr7	.	.	.	OK	OK	SECONDARY	5
chr7	GL000210.1	GL000210.1/chr7	.	.	.	OK	OK	PRIMARY	2
chr7	GL000204.1	GL000204.1/chr7	.	.	.	OK	OK	SECONDARY	4
chr7	GL000201.1	GL000201.1/chr7	.	.	.	OK	OK	SECONDARY	1
chr7	GL000200.1	GL000200.1/chr7	.	.	.	OK	OK	SECONDARY	1
chr7	GL000222.1	GL000222.1/chr7	.	.	.	OK	OK	SECONDARY	2
chr7	GL000215.1	GL000215.1/chr7	.	.	.	OK	OK	SECONDARY	1
chr7	GL000213.1	GL000213.1/chr7	.	.	.	OK	OK	SECONDARY	1
chr7	GL000231.1	GL000231.1/chr7	.	.	.	OK	OK	PRIMARY	2
chr7	GL000245.1	GL000245.1/chr7	.	.	.	OK	OK	PRIMARY	3
chr7	GL000249.1	GL000249.1/chr7	.	.	.	OK	OK	PRIMARY	2
chr7	GL000247.1	GL000247.1/chr7	.	.	.	OK	OK	PRIMARY	1
chr7	GL000229.1	GL000229.1/chr7	.	.	.	OK	OK	SECONDARY	2
chr7	GL000196.1	GL000196.1/chr7	.	.	.	OK	OK	PRIMARY	9
chr7	GL000206.1	GL000206.1/chr7	.	.	.	OK	OK	SECONDARY	1
chr7	NC_007605	NC_007605/chr7	.	.	.	OK	OK	SECONDARY	2
chr8	chr8	=	+-	PROPERPAIR	.	OK	OK	PRIMARY	40575980
chr8	chr2	chr2/chr8	.	.	.	OK	OK	PRIMARY	23444
chr8	chr16	chr16/chr8	.	.	.	OK	OK	PRIMARY	4364
chr8	GL000220.1	GL000220.1/chr8	.	.	.	OK	OK	SECONDARY	3127
chr8	chr7	chr7/chr8	.	.	.	OK	OK	SECONDARY	3191
chr8	chr1	chr1/chr8	.	.	.	OK	OK	PRIMARY	10566
chr8	chr19	chr19/chr8	.	.	.	OK	OK	PRIMARY	3612
chr8	chr5	chr5/chr8	.	.	.	OK	OK	PRIMARY	7745
chr8	chr14	chr14/chr8	.	.	.	OK	OK	PRIMARY	4260
chr8	chr17	chr17/chr8	.	.	.	OK	OK	PRIMARY	4320
chr8	.	.	.	.	.	OK	OK	PRIMARY	50475
.	chr8	.	.	.	.	.	.	.	68346
chr8	chr20	chr20/chr8	.	.	.	OK	OK	SECONDARY	1264
chr8	chr4	chr4/chr8	.	.	.	OK	OK	SECONDARY	3381
chr8	chr7	chr7/chr8	.	.	.	OK	OK	PRIMARY	7512
chr8	chr6	chr6/chr8	.	.	.	OK	OK	PRIMARY	7561
chr8	chr5	chr5/chr8	.	.	.	OK	OK	SECONDARY	3066
chr8	chr1	chr1/chr8	.	.	.	OK	OK	SECONDARY	4551
chr8	chr8	=	+-	NO	.	OK	OK	SECONDARY	14066
chr8	chr3	chr3/chr8	.	.	.	OK	OK	PRIMARY	8606
chr8	chr2	chr2/chr8	.	.	.	OK	OK	SECONDARY	5416
chr8	chr15	chr15/chr8	.	.	.	OK	OK	PRIMARY	3867
chr8	chr6	chr6/chr8	.	.	.	OK	OK	SECONDARY	3023
chr8	chr9	chr8/chr9	.	.	.	OK	OK	PRIMARY	5389
chr8	chr22	chr22/chr8	.	.	.	OK	OK	PRIMARY	1789
chr8	hs37d5	chr8/hs37d5	.	.	.	OK	OK	PRIMARY	9823
chr8	chr4	chr4/chr8	.	.	.	OK	OK	PRIMARY	8225
chr8	chr12	chr12/chr8	.	.	.	OK	OK	PRIMARY	6692
chr8	chr8	=	+-	PROPERPAIR	.	OK	OK	SECONDARY	7519
chr8	chr19	chr19/chr8	.	.	.	OK	OK	SECONDARY	1918
chr8	chrX	chr8/chrX	.	.	.	OK	OK	SECONDARY	2760
chr8	chr10	chr10/chr8	.	.	.	OK	OK	PRIMARY	5998
chr8	GL000202.1	GL000202.1/chr8	.	.	.	OK	OK	PRIMARY	2
chr8	chr11	chr11/chr8	.	.	.	OK	OK	PRIMARY	6033
chr8	chr8	=	++	.	.	OK	OK	SECONDARY	1236
chr8	chr3	chr3/chr8	.	.	.	OK	OK	SECONDARY	3505
chr8	chr21	chr21/chr8	.	.	.	OK	OK	PRIMARY	1838
chr8	chr12	chr12/chr8	.	.	.	OK	OK	SECONDARY	2652
chr8	chr11	chr11/chr8	.	.	.	OK	OK	SECONDARY	2561
chr8	chr10	chr10/chr8	.	.	.	OK	OK	SECONDARY	2576
chr8	chr13	chr13/chr8	.	.	.	OK	OK	SECONDARY	1876
chr8	chr18	chr18/chr8	.	.	.	OK	OK	SECONDARY	1336
chr8	chr8	=	+-	NO	.	OK	OK	PRIMARY	145080
chr8	chrX	chr8/chrX	.	.	.	OK	OK	PRIMARY	6978
chr8	chr20	chr20/chr8	.	.	.	OK	OK	PRIMARY	2779
chr8	GL000220.1	GL000220.1/chr8	.	.	.	OK	OK	PRIMARY	2332
chr8	chr17	chr17/chr8	.	.	.	OK	OK	SECONDARY	1973
chr8	GL000227.1	GL000227.1/chr8	.	.	.	OK	OK	PRIMARY	2
chr8	chr9	chr8/chr9	.	.	.	OK	OK	SECONDARY	2321
chr8	chr18	chr18/chr8	.	.	.	OK	OK	PRIMARY	3105
chr8	hs37d5	chr8/hs37d5	.	.	.	OK	OK	SECONDARY	5269
chr8	GL000227.1	GL000227.1/chr8	.	.	.	OK	OK	SECONDARY	2
chr8	chr13	chr13/chr8	.	.	.	OK	OK	PRIMARY	4158
chr8	chr15	chr15/chr8	.	.	.	OK	OK	SECONDARY	1734
chr8	chr8	=	--	.	.	OK	OK	SECONDARY	1244
chr8	.	.	.	.	.	OK	OK	SECONDARY	525
chr8	chr8	=	++	.	.	OK	OK	PRIMARY	2988
chr8	chrY	chr8/chrY	.	.	.	OK	OK	PRIMARY	434
chr8	chr16	chr16/chr8	.	.	.	OK	OK	SECONDARY	1893
chr8	chr8	=	--	.	.	OK	OK	PRIMARY	2814
chr8	GL000226.1	GL000226.1/chr8	.	.	.	OK	OK	PRIMARY	172
chr8	chr22	chr22/chr8	.	.	.	OK	OK	SECONDARY	891
chr8	chr14	chr14/chr8	.	.	.	OK	OK	SECONDARY	1774
chr8	chr21	chr21/chr8	.	.	.	OK	OK	SECONDARY	844
chr8	GL000237.1	GL000237.1/chr8	.	.	.	OK	OK	SECONDARY	11
chr8	GL000221.1	GL000221.1/chr8	.	.	.	OK	OK	PRIMARY	12
chr8	chrMT	chr8/chrMT	.	.	.	OK	OK	PRIMARY	32
chr8	GL000193.1	GL000193.1/chr8	.	.	.	OK	OK	PRIMARY	20
chr8	GL000193.1	GL000193.1/chr8	.	.	.	OK	OK	SECONDARY	6
chr8	GL000192.1	GL000192.1/chr8	.	.	.	OK	OK	PRIMARY	23
chr8	chrY	chr8/chrY	.	.	.	OK	OK	SECONDARY	94
chr8	GL000205.1	GL000205.1/chr8	.	.	.	OK	OK	SECONDARY	14
chr8	GL000216.1	GL000216.1/chr8	.	.	.	OK	OK	PRIMARY	9
chr8	GL000219.1	GL000219.1/chr8	.	.	.	OK	OK	SECONDARY	6
chr8	GL000195.1	GL000195.1/chr8	.	.	.	OK	OK	SECONDARY	23
chr8	GL000204.1	GL000204.1/chr8	.	.	.	OK	OK	SECONDARY	5
chr8	GL000214.1	GL000214.1/chr8	.	.	.	OK	OK	SECONDARY	8
chr8	GL000194.1	GL000194.1/chr8	.	.	.	OK	OK	SECONDARY	6
chr8	GL000241.1	GL000241.1/chr8	.	.	.	OK	OK	SECONDARY	12
chr8	GL000223.1	GL000223.1/chr8	.	.	.	OK	OK	SECONDARY	4
chr8	GL000199.1	GL000199.1/chr8	.	.	.	OK	OK	SECONDARY	9
chr8	GL000212.1	GL000212.1/chr8	.	.	.	OK	OK	SECONDARY	13
chr8	GL000205.1	GL000205.1/chr8	.	.	.	OK	OK	PRIMARY	25
chr8	GL000194.1	GL000194.1/chr8	.	.	.	OK	OK	PRIMARY	14
chr8	GL000198.1	GL000198.1/chr8	.	.	.	OK	OK	SECONDARY	1
chr8	GL000218.1	GL000218.1/chr8	.	.	.	OK	OK	SECONDARY	4
chr8	GL000214.1	GL000214.1/chr8	.	.	.	OK	OK	PRIMARY	21
chr8	GL000199.1	GL000199.1/chr8	.	.	.	OK	OK	PRIMARY	87
chr8	GL000225.1	GL000225.1/chr8	.	.	.	OK	OK	PRIMARY	22
chr8	GL000211.1	GL000211.1/chr8	.	.	.	OK	OK	SECONDARY	5
chr8	GL000228.1	GL000228.1/chr8	.	.	.	OK	OK	SECONDARY	3
chr8	GL000221.1	GL000221.1/chr8	.	.	.	OK	OK	SECONDARY	1
chr8	GL000224.1	GL000224.1/chr8	.	.	.	OK	OK	PRIMARY	28
chr8	GL000241.1	GL000241.1/chr8	.	.	.	OK	OK	PRIMARY	5
chr8	GL000226.1	GL000226.1/chr8	.	.	.	OK	OK	SECONDARY	19
chr8	GL000233.1	GL000233.1/chr8	.	.	.	OK	OK	PRIMARY	1
chr8	GL000195.1	GL000195.1/chr8	.	.	.	OK	OK	PRIMARY	26
chr8	GL000232.1	GL000232.1/chr8	.	.	.	OK	OK	PRIMARY	2
chr8	GL000198.1	GL000198.1/chr8	.	.	.	OK	OK	PRIMARY	4
chr8	GL000213.1	GL000213.1/chr8	.	.	.	OK	OK	PRIMARY	6
chr8	GL000200.1	GL000200.1/chr8	.	.	.	OK	OK	SECONDARY	3
chr8	GL000239.1	GL000239.1/chr8	.	.	.	OK	OK	PRIMARY	4
chr8	GL000191.1	GL000191.1/chr8	.	.	.	OK	OK	PRIMARY	9
chr8	GL000228.1	GL000228.1/chr8	.	.	.	OK	OK	PRIMARY	6
chr8	GL000237.1	GL000237.1/chr8	.	.	.	OK	OK	PRIMARY	9
chr8	GL000235.1	GL000235.1/chr8	.	.	.	OK	OK	PRIMARY	2
chr8	GL000217.1	GL000217.1/chr8	.	.	.	OK	OK	SECONDARY	5
chr8	GL000197.1	GL000197.1/chr8	.	.	.	OK	OK	PRIMARY	13
chr8	GL000197.1	GL000197.1/chr8	.	.	.	OK	OK	SECONDARY	3
chr8	GL000229.1	GL000229.1/chr8	.	.	.	OK	OK	SECONDARY	1
chr8	GL000239.1	GL000239.1/chr8	.	.	.	OK	OK	SECONDARY	6
chr8	GL000211.1	GL000211.1/chr8	.	.	.	OK	OK	PRIMARY	4
chr8	GL000219.1	GL000219.1/chr8	.	.	.	OK	OK	PRIMARY	15
chr8	GL000233.1	GL000233.1/chr8	.	.	.	OK	OK	SECONDARY	1
chr8	GL000222.1	GL000222.1/chr8	.	.	.	OK	OK	SECONDARY	3
chr8	GL000236.1	GL000236.1/chr8	.	.	.	OK	OK	SECONDARY	2
chr8	GL000216.1	GL000216.1/chr8	.	.	.	OK	OK	SECONDARY	12
chr8	GL000223.1	GL000223.1/chr8	.	.	.	OK	OK	PRIMARY	8
chr8	GL000222.1	GL000222.1/chr8	.	.	.	OK	OK	PRIMARY	3
chr8	GL000212.1	GL000212.1/chr8	.	.	.	OK	OK	PRIMARY	8
chr8	GL000191.1	GL000191.1/chr8	.	.	.	OK	OK	SECONDARY	1
chr8	GL000201.1	GL000201.1/chr8	.	.	.	OK	OK	SECONDARY	1
chr8	GL000229.1	GL000229.1/chr8	.	.	.	OK	OK	PRIMARY	2
chr8	GL000217.1	GL000217.1/chr8	.	.	.	OK	OK	PRIMARY	20
chr8	GL000218.1	GL000218.1/chr8	.	.	.	OK	OK	PRIMARY	11
chr8	GL000234.1	GL000234.1/chr8	.	.	.	OK	OK	SECONDARY	3
chr8	GL000206.1	GL000206.1/chr8	.	.	.	OK	OK	SECONDARY	1
chr8	GL000215.1	GL000215.1/chr8	.	.	.	OK	OK	PRIMARY	3
chr8	GL000234.1	GL000234.1/chr8	.	.	.	OK	OK	PRIMARY	16
chr8	GL000200.1	GL000200.1/chr8	.	.	.	OK	OK	PRIMARY	3
chr8	GL000208.1	GL000208.1/chr8	.	.	.	OK	OK	PRIMARY	22
chr8	GL000208.1	GL000208.1/chr8	.	.	.	OK	OK	SECONDARY	5
chr8	GL000236.1	GL000236.1/chr8	.	.	.	OK	OK	PRIMARY	1
chr8	GL000196.1	GL000196.1/chr8	.	.	.	OK	OK	PRIMARY	3
chr8	GL000240.1	GL000240.1/chr8	.	.	.	OK	OK	PRIMARY	3
chr8	GL000224.1	GL000224.1/chr8	.	.	.	OK	OK	SECONDARY	10
chr8	GL000245.1	GL000245.1/chr8	.	.	.	OK	OK	PRIMARY	2
chr8	GL000206.1	GL000206.1/chr8	.	.	.	OK	OK	PRIMARY	1
chr8	GL000243.1	GL000243.1/chr8	.	.	.	OK	OK	PRIMARY	1
chr8	GL000243.1	GL000243.1/chr8	.	.	.	OK	OK	SECONDARY	3
chr8	GL000209.1	GL000209.1/chr8	.	.	.	OK	OK	PRIMARY	1
chr8	GL000231.1	GL000231.1/chr8	.	.	.	OK	OK	SECONDARY	1
chr8	GL000231.1	GL000231.1/chr8	.	.	.	OK	OK	PRIMARY	2
chr8	GL000247.1	GL000247.1/chr8	.	.	.	OK	OK	PRIMARY	1
chr8	GL000203.1	GL000203.1/chr8	.	.	.	OK	OK	SECONDARY	1
chr8	GL000204.1	GL000204.1/chr8	.	.	.	OK	OK	PRIMARY	1
